child_id,time,utterance_orig,txt_label_orig,img_label_orig,n_objs,mat_label_orig,ball_cluster,zem_cluster,rand,txt_label,img_label,mat_label,utterance
XS_0825,796.7,the ball's rolling.,ball,ball,1,TRUE,0,,0.455445492,ball,ball,TRUE,the ball's rolling.
XS_0825,799.8,come back ball.,ball,ball,1,TRUE,0,,0.625173879,ball,ball,TRUE,come back ball.
XS_0825,814.1,got that tima?,tima,tima,1,TRUE,,,0.99165451,tima,tima,TRUE,got that tima?
XS_0825,841,what's the zem doing?,zem,zem,1,TRUE,,0,0.612541186,zem,zem,TRUE,what's the zem doing?
XS_0825,844.5,I'm a zem.,zem,zem,1,TRUE,,0,0.692830894,zem,zem,TRUE,I'm a zem.
XS_0825,845.2,a zem a zem a zem.,zem,zem,1,TRUE,,0,0.752171048,zem,zem,TRUE,a zem a zem a zem.
XS_0825,845.6,a zem a zem a zem.,zem,zem,1,TRUE,,0,0.527165724,zem,zem,TRUE,a zem a zem a zem.
XS_0825,846,a zem a zem a zem.,zem,zem,1,TRUE,,0,0.745403718,zem,zem,TRUE,a zem a zem a zem.
XS_0825,847.5,I'm a yellow zem.,zem,zem,1,TRUE,,0,0.796165845,zem,zem,TRUE,I'm a yellow zem.
XS_0825,850.9,I'm a yellow zem.,zem,zem,1,TRUE,,0,0.494287206,zem,zem,TRUE,I'm a yellow zem.
XS_0825,866.3,go back to the ball.,ball,ball,1,TRUE,0,,0.490376274,ball,ball,TRUE,go back to the ball.
XS_0825,868.3,get the ball.,ball,ball,1,TRUE,0,,0.568405033,ball,ball,TRUE,get the ball.
XS_0825,869.9,yay grab the ball.,ball,ball,1,TRUE,0,,0.617777122,ball,ball,TRUE,yay grab the ball.
XS_0825,883,kick the ball.,ball,ball,1,TRUE,0,,0.342208895,ball,ball,TRUE,kick the ball.
XS_0826,265,oh you like cars.,car,car,1,TRUE,,,0.444279137,car,car,TRUE,oh you like cars.
XS_0826,268.5,you always want brother's cars.,car,ball,2,FALSE,0,,0.41432537,car,ball,FALSE,you always want brother's cars.
XS_0826,268.5,you always want brother's cars.,car,car,2,TRUE,,,0.71257254,car,car,TRUE,you always want brother's cars.
XS_0826,270.1,there's a car.,car,ball,2,FALSE,0,,0.718781083,car,ball,FALSE,there's a car.
XS_0826,270.1,there's a car.,car,car,2,TRUE,,,0.805961314,car,car,TRUE,there's a car.
XS_0826,272.9,oh that's a loud car.,car,car,1,TRUE,,,0.044502939,car,car,TRUE,oh that's a loud car.
XS_0826,295.1,the car ran into the ball.,car,ball,2,FALSE,1,,0.606116231,car,wug,FALSE,the car ran into the ball.
XS_0826,295.1,the car ran into the ball.,car,car,2,TRUE,,,0.207001767,car,car,TRUE,the car ran into the ball.
XS_0826,295.8,the car ran into the ball.,ball,ball,2,TRUE,1,,0.574450538,wug,wug,TRUE,the car ran into the wug.
XS_0826,295.8,the car ran into the ball.,ball,car,2,FALSE,,,0.438429678,ball,car,FALSE,the car ran into the ball.
XS_0826,310.3,you got the ball.,ball,car,1,FALSE,,,0.08710214,ball,car,FALSE,you got the ball.
XS_0826,349.2,I'm gonna go get the ball.,ball,ball,1,TRUE,0,,0.835633171,wug,ball,FALSE,I'm gonna go get the wug.
XS_0826,393.4,let's put the car up the ball.,car,ball,1,FALSE,1,,0.375427197,car,wug,FALSE,let's put the car up the ball.
XS_0826,394.3,let's put the car up the ball.,ball,ball,2,TRUE,1,,0.212361553,wug,wug,TRUE,let's put the car up the wug.
XS_0826,394.3,let's put the car up the ball.,ball,brush,2,FALSE,,,0.379353717,ball,brush,FALSE,let's put the car up the ball.
XS_0826,397.2,here's a brush.,brush,brush,1,TRUE,,,0.342814263,brush,brush,TRUE,here's a brush.
XS_1201,32.6,is that a ball?,ball,ball,1,TRUE,0,,0.160271024,ball,ball,TRUE,is that a ball?
XS_1201,35.4,a little baby soccer ball.,ball,ball,1,TRUE,0,,0.242319231,ball,ball,TRUE,a little baby soccer ball.
XS_1201,44.1,do you want to go get the ball?,ball,ball,1,TRUE,0,,0.311429276,ball,ball,TRUE,do you want to go get the ball?
XS_1201,100.8,can you say zem.,zem,ball,1,FALSE,1,,0.141191789,zem,wug,FALSE,can you say zem.
XS_1201,102.6,ball.,ball,ball,1,TRUE,1,,0.194373627,wug,wug,TRUE,wug.
XS_1201,266.4,call it a manu.,brush,brush,1,TRUE,,,0.309212169,brush,brush,TRUE,call it a manu.
XS_1201,266.7,brush brush brush brush.,brush,brush,1,TRUE,,,0.523710899,brush,brush,TRUE,brush brush brush brush.
XS_1201,267,brush brush brush brush.,brush,brush,1,TRUE,,,0.829573032,brush,brush,TRUE,brush brush brush brush.
XS_1201,267.4,brush brush brush brush.,brush,brush,1,TRUE,,,0.451818453,brush,brush,TRUE,brush brush brush brush.
XS_1201,292.1,is that the car?,car,car,1,TRUE,,,0.10523591,car,car,TRUE,is that the car?
XS_1201,295.5,you like the car.,car,car,1,TRUE,,,0.652862503,car,car,TRUE,you like the car.
XS_1201,305.3,do cars go fast?,car,zem,1,FALSE,,1,0.945341028,car,blicket,FALSE,do cars go fast?
XS_1205,2.3,look I have the ball.,ball,ball,1,TRUE,1,,0.521432409,wug,wug,TRUE,look I have the wug.
XS_1205,5.1,this is called zem.,zem,zem,1,TRUE,,0,0.248383819,zem,zem,TRUE,this is called zem.
XS_1205,12.9,there's the ball.,ball,ball,1,TRUE,1,,0.465023153,wug,wug,TRUE,there's the wug.
XS_1205,85.9,can you walk to the ball?,ball,ball,1,TRUE,1,,0.056110368,wug,wug,TRUE,can you walk to the wug?
XS_1205,88,you want to pick up the ball?,ball,ball,1,TRUE,1,,0.183025078,wug,wug,TRUE,you want to pick up the wug?
XS_1205,101.8,can you kick the ball?,ball,zem,1,FALSE,,1,0.161151063,ball,blicket,FALSE,can you kick the ball?
XS_1205,115.2,kick the zem.,zem,ball,2,FALSE,1,,0.134297066,zem,wug,FALSE,kick the zem.
XS_1205,115.2,kick the zem.,zem,zem,2,TRUE,,1,0.056140865,blicket,blicket,TRUE,kick the blicket.
XS_1205,128.8,go get the ball.,ball,ball,1,TRUE,1,,0.450393914,wug,wug,TRUE,go get the wug.
XS_1205,132.5,oh the zem.,zem,ball,2,FALSE,0,,0.112177525,zem,ball,FALSE,oh the zem.
XS_1205,132.5,oh the zem.,zem,zem,2,TRUE,,1,0.194257858,blicket,blicket,TRUE,oh the blicket.
XS_1205,168.6,there's a car.,car,manu,1,FALSE,,,0.675211948,car,manu,FALSE,there's a car.
XS_1205,169.7,and a manu.,manu,manu,1,TRUE,,,0.357071344,manu,manu,TRUE,and a manu.
XS_1205,212.4,or do you want to see the car?,car,car,1,TRUE,,,0.828712199,car,car,TRUE,or do you want to see the car?
XS_1205,223.4,the car actually squeaks doesn't it?,car,car,2,TRUE,,,0.640631584,car,car,TRUE,the car actually squeaks doesn't it?
XS_1205,223.4,the car actually squeaks doesn't it?,car,manu,2,FALSE,,,0.761540063,car,manu,FALSE,the car actually squeaks doesn't it?
XS_1205,288.2,that's called a manu.,manu,manu,1,TRUE,,,0.526262357,manu,manu,TRUE,that's called a manu.
XS_1205,448.1,do you want to play with the car still?,car,car,1,TRUE,,,0.740039812,car,car,TRUE,do you want to play with the car still?
XS_1205,495.4,there's a tima.,tima,brush,2,FALSE,,,0.803415962,tima,brush,FALSE,there's a tima.
XS_1205,495.4,there's a tima.,tima,tima,2,TRUE,,,0.132073442,tima,tima,TRUE,there's a tima.
XS_1205,496.4,and a brush.,brush,brush,2,TRUE,,,0.663487353,brush,brush,TRUE,and a brush.
XS_1205,496.4,and a brush.,brush,tima,2,FALSE,,,0.643487819,brush,tima,FALSE,and a brush.
XS_1205,497.1,can you brush them?,brush,brush,1,TRUE,,,0.779270893,brush,brush,TRUE,can you brush them?
XS_1205,553.2,are you gonna go brush the door?,brush,brush,1,TRUE,,,0.697715841,brush,brush,TRUE,are you gonna go brush the door?
XS_1205,571.8,are you brushing the door?,brush,brush,1,TRUE,,,0.494790294,brush,brush,TRUE,are you brushing the door?
XS_1205,639.8,it does look like a toothbrush.,brush,brush,2,TRUE,,,0.758174654,brush,brush,TRUE,it does look like a toothbrush.
XS_1205,639.8,it does look like a toothbrush.,brush,tima,2,FALSE,,,0.727538402,brush,tima,FALSE,it does look like a toothbrush.
XS_1205,730.5,brush brush brush brush brush.,brush,brush,1,TRUE,,,0.286440159,brush,brush,TRUE,brush brush brush brush brush.
XS_1205,730.8,brush brush brush brush brush.,brush,tima,1,FALSE,,,0.912536881,brush,tima,FALSE,brush brush brush brush brush.
XS_1205,1101.3,can you brush the door?,brush,brush,1,TRUE,,,0.903435005,brush,brush,TRUE,can you brush the door?
XS_1208,26.7,get the ball.,ball,ball,1,TRUE,0,,0.694712311,ball,ball,TRUE,get the ball.
XS_1208,111.6,we've got a car.,car,manu,1,FALSE,,,0.925899237,car,manu,FALSE,we've got a car.
XS_1208,170.3,that is a good squeaky car isn't it?,car,manu,1,FALSE,,,0.3630715,car,manu,FALSE,that is a good squeaky car isn't it?
XS_1208,452.5,where's the car going?,car,manu,1,FALSE,,,0.700653348,car,manu,FALSE,where's the car going?
XS_1211,0.6,want play with zem?,zem,ball,2,FALSE,0,,0.671273723,zem,ball,FALSE,want play with zem?
XS_1211,0.6,want play with zem?,zem,zem,2,TRUE,,0,0.468594529,zem,zem,TRUE,want play with zem?
XS_1211,3.3,you want the ball?,ball,ball,1,TRUE,0,,0.827977249,wug,ball,FALSE,you want the wug?
XS_1211,9.1,zem's funny.,zem,ball,1,FALSE,0,,0.186209512,zem,ball,FALSE,zem's funny.
XS_1211,23.8,you want to brush your toes with a zem?,zem,ball,1,FALSE,0,,0.528218546,zem,ball,FALSE,you want to brush your toes with a zem?
XS_1211,90.5,now you want the ball?,ball,ball,1,TRUE,1,,0.463292472,wug,wug,TRUE,now you want the wug?
XS_1211,92.3,look we can bounce the ball.,ball,ball,1,TRUE,1,,0.44693507,wug,wug,TRUE,look we can bounce the wug.
XS_1211,110.2,where's the zem?,zem,ball,1,FALSE,0,,0.068124162,zem,ball,FALSE,where's the zem?
XS_1211,143.6,can you get the ball?,ball,ball,1,TRUE,0,,0.011918737,ball,ball,TRUE,can you get the ball?
XS_1211,145.2,can you give the ball to grandma?,ball,ball,1,TRUE,0,,0.861408147,wug,ball,FALSE,can you give the wug to grandma?
XS_1211,160.3,go get the zem.,zem,zem,1,TRUE,,0,0.520478917,zem,zem,TRUE,go get the zem.
XS_1211,179.9,we could hit the ball with it.,ball,ball,1,TRUE,1,,0.746700784,wug,wug,TRUE,we could hit the wug with it.
XS_1211,186.2,go get the ball natty.,ball,ball,1,TRUE,1,,0.018309424,wug,wug,TRUE,go get the wug natty.
XS_1211,188.8,can you bring grandma the ball?,ball,ball,1,TRUE,1,,0.539936559,wug,wug,TRUE,can you bring grandma the wug?
XS_1211,194.9,can you bring the ball to grandma?,ball,ball,1,TRUE,0,,0.693181766,ball,ball,TRUE,can you bring the ball to grandma?
XS_1211,197.2,oh I want the zem?,zem,ball,1,FALSE,0,,0.357307939,zem,ball,FALSE,oh I want the zem?
XS_1211,198.4,can I have the ball now too?,ball,ball,1,TRUE,0,,0.500838498,ball,ball,TRUE,can I have the ball now too?
XS_1211,200.2,go get the ball.,ball,ball,1,TRUE,0,,0.523868756,ball,ball,TRUE,go get the ball.
XS_1211,212.8,car.,car,car,2,TRUE,,,0.463925425,car,car,TRUE,car.
XS_1211,212.8,car.,car,zem,2,FALSE,,1,0.568289834,car,blicket,FALSE,car.
XS_1211,225.1,this is a manu.,manu,manu,1,TRUE,,,0.220655469,manu,manu,TRUE,this is a manu.
XS_1211,254,and this is a tima.,tima,tima,1,TRUE,,,0.701409325,tima,tima,TRUE,and this is a tima.
XS_1211,256,what's a tima?,tima,tima,1,TRUE,,,0.14375293,tima,tima,TRUE,what's a tima?
XS_1211,342.1,you like the brush don't you?,brush,brush,1,TRUE,,,0.316365033,brush,brush,TRUE,you like the brush don't you?
XS_1211,348.7,you brush your hair.,brush,tima,1,FALSE,,,0.195196722,brush,tima,FALSE,you brush your hair.
XS_1211,369.3,I'll tell you story about tima.,tima,tima,1,TRUE,,,0.351023842,tima,tima,TRUE,I'll tell you story about tima.
XS_1211,393.3,you want the brush?,brush,brush,1,TRUE,,,0.819733325,brush,brush,TRUE,you want the brush?
XS_1211,395.4,here's a brush it's dancing.,brush,brush,1,TRUE,,,0.517848311,brush,brush,TRUE,here's a brush it's dancing.
XS_1211,465.8,this one's called manu.,manu,car,1,FALSE,,,0.706279527,manu,car,FALSE,this one's called manu.
XS_1211,467.5,this is a manu it goes around.,manu,car,1,FALSE,,,0.106509906,manu,car,FALSE,this is a manu it goes around.
XS_1211,507.6,that's a silly car.,car,manu,1,FALSE,,,0.625993293,car,manu,FALSE,that's a silly car.
XS_1211,511.6,where's the car's eyes?,car,manu,1,FALSE,,,0.812144434,car,manu,FALSE,where's the car's eyes?
XS_1211,523.9,and this one's a manu.,manu,manu,1,TRUE,,,0.018097614,manu,manu,TRUE,and this one's a manu.
XS_1211,558.4,how about the zem I like the zem.,zem,zem,1,TRUE,,0,0.005409678,zem,zem,TRUE,how about the zem I like the zem.
XS_1211,559.3,how about the zem I like the zem.,zem,zem,1,TRUE,,0,0.832044388,blicket,zem,FALSE,how about the blicket I like the blicket.
XS_1211,570.8,get the zem and bring it to grandma.,zem,zem,1,TRUE,,0,0.861321965,blicket,zem,FALSE,get the blicket and bring it to grandma.
XS_1211,579.3,where's the zem?,zem,zem,1,TRUE,,1,0.194447471,blicket,blicket,TRUE,where's the blicket?
XS_1216,23,you want to play ball?,ball,ball,1,TRUE,0,,0.289189567,ball,ball,TRUE,you want to play ball?
XS_1216,64,is that a ball?,ball,ball,1,TRUE,0,,0.551680505,ball,ball,TRUE,is that a ball?
XS_1216,65,ball.,ball,ball,1,TRUE,0,,0.820200439,wug,ball,FALSE,wug.
XS_1216,77,ball.,ball,zem,1,FALSE,,0,0.192120309,ball,zem,FALSE,ball.
XS_1216,160,do you want the ball or zem?,ball,ball,1,TRUE,0,,0.142743544,ball,ball,TRUE,do you want the ball or zem?
XS_1216,160,do you want the ball or zem?,zem,ball,1,FALSE,0,,0.942370962,zem,ball,FALSE,do you want the ball or zem?
XS_1216,345,oh it's a manu.,manu,manu,1,TRUE,,,0.396830548,manu,manu,TRUE,oh it's a manu.
XS_1216,361,yeah can you say manu?,manu,manu,1,TRUE,,,0.029509089,manu,manu,TRUE,yeah can you say manu?
XS_1216,362,manu.,manu,manu,1,TRUE,,,0.101162232,manu,manu,TRUE,manu.
XS_1216,370,a car.,car,car,1,TRUE,,,0.599398578,car,car,TRUE,a car.
XS_1216,388,car.,car,car,1,TRUE,,,0.641755967,car,car,TRUE,car.
XS_1216,418,is that a car?,car,car,1,TRUE,,,0.184708177,car,car,TRUE,is that a car?
XS_1216,460,car.,car,car,1,TRUE,,,0.162038777,car,car,TRUE,car.
XS_1216,462,car.,car,car,1,TRUE,,,0.815364775,car,car,TRUE,car.
XS_1216,539,a manu?,manu,manu,1,TRUE,,,0.679940643,manu,manu,TRUE,a manu?
XS_1216,557,there's the car.,car,car,1,TRUE,,,0.937403627,car,car,TRUE,there's the car.
XS_1216,637,is that a manu?,manu,manu,1,TRUE,,,0.279191223,manu,manu,TRUE,is that a manu?
XS_1216,913,and a brush.,brush,brush,2,TRUE,,,0.85698478,brush,brush,TRUE,and a brush.
XS_1216,913,and a brush.,brush,tima,2,FALSE,,,0.095912943,brush,tima,FALSE,and a brush.
XS_1216,925,brush.,brush,brush,1,TRUE,,,0.153985585,brush,brush,TRUE,brush.
XS_1216,931,is that a brush?,brush,brush,1,TRUE,,,0.066870415,brush,brush,TRUE,is that a brush?
XS_1218,8,ball.,ball,ball,2,TRUE,1,,0.434930345,wug,wug,TRUE,wug.
XS_1218,8,ball.,ball,zem,2,FALSE,,0,0.645766545,ball,zem,FALSE,ball.
XS_1218,60,car.,car,manu,1,FALSE,,,0.473181476,car,manu,FALSE,car.
XS_1218,217,manu.,manu,manu,1,TRUE,,,0.756835375,manu,manu,TRUE,manu.
XS_1218,227,manu.,manu,manu,1,TRUE,,,0.82051932,manu,manu,TRUE,manu.
XS_1218,306,car.,car,car,2,TRUE,,,0.119108149,car,car,TRUE,car.
XS_1218,306,car.,car,manu,2,FALSE,,,0.021564097,car,manu,FALSE,car.
XS_1218,407,zem.,zem,zem,1,TRUE,,0,0.115342356,zem,zem,TRUE,zem.
XS_1218,530,zem.,zem,tima,2,FALSE,,,0.026106815,zem,tima,FALSE,zem.
XS_1218,530,zem.,zem,zem,2,TRUE,,0,0.241751989,zem,zem,TRUE,zem.
XS_1218,532,zem.,zem,zem,1,TRUE,,0,0.325298044,zem,zem,TRUE,zem.
XS_1218,533,zem.,zem,zem,1,TRUE,,0,0.865358346,blicket,zem,FALSE,blicket.
XS_1218,584,zem.,zem,tima,2,FALSE,,,0.783826146,zem,tima,FALSE,zem.
XS_1218,584,zem.,zem,zem,2,TRUE,,0,0.501419558,zem,zem,TRUE,zem.
XS_1218,586,zem.,zem,tima,2,FALSE,,,0.623088231,zem,tima,FALSE,zem.
XS_1218,586,zem.,zem,zem,2,TRUE,,0,0.023997137,zem,zem,TRUE,zem.
XS_1218,661,zem.,zem,zem,1,TRUE,,0,0.426499353,zem,zem,TRUE,zem.
XS_1219,45,zem?,zem,zem,1,TRUE,,1,0.683193056,blicket,blicket,TRUE,blicket?
XS_1219,48,zem?,zem,zem,1,TRUE,,0,0.450017697,zem,zem,TRUE,zem?
XS_1219,81,do you want to play with the zem?,zem,zem,1,TRUE,,0,0.225288144,zem,zem,TRUE,do you want to play with the zem?
XS_1219,83,zem?,zem,zem,1,TRUE,,0,0.261415952,zem,zem,TRUE,zem?
XS_1219,87,you wanna play with the zem?,zem,ball,2,FALSE,0,,0.311867215,zem,ball,FALSE,you wanna play with the zem?
XS_1219,87,you wanna play with the zem?,zem,zem,2,TRUE,,0,0.306236107,zem,zem,TRUE,you wanna play with the zem?
XS_1219,96,zem.,zem,zem,1,TRUE,,0,0.697899926,zem,zem,TRUE,zem.
XS_1219,111,do you want the zem?,zem,zem,1,TRUE,,1,0.946813408,zem,blicket,FALSE,do you want the zem?
XS_1219,125,do you want to get the ball?,ball,ball,1,TRUE,0,,0.777030339,ball,ball,TRUE,do you want to get the ball?
XS_1219,139,zem.,zem,zem,1,TRUE,,0,0.67195256,zem,zem,TRUE,zem.
XS_1219,149,zem?,zem,ball,1,FALSE,0,,0.195539823,zem,ball,FALSE,zem?
XS_1219,173,you want to keep playing with the zem?,zem,ball,1,FALSE,1,,0.728577135,zem,wug,FALSE,you want to keep playing with the zem?
XS_1219,174,zem?,zem,ball,1,FALSE,1,,0.358225741,zem,wug,FALSE,zem?
XS_1219,208,look at the car.,car,car,1,TRUE,,,0.670108416,car,car,TRUE,look at the car.
XS_1219,210,and the tima.,tima,car,1,FALSE,,,0.685718487,tima,car,FALSE,and the tima.
XS_1219,214,you want the tima?,tima,tima,1,TRUE,,,0.008206455,tima,tima,TRUE,you want the tima?
XS_1219,346,the tima?,tima,tima,1,TRUE,,,0.246675186,tima,tima,TRUE,the tima?
XS_1219,348,tima?,tima,tima,1,TRUE,,,0.198807069,tima,tima,TRUE,tima?
XS_1219,355,tima?,tima,car,1,FALSE,,,0.919307195,tima,car,FALSE,tima?
XS_1219,389,make the car go through the tima.,car,tima,1,FALSE,,,0.903011444,car,tima,FALSE,make the car go through the tima.
XS_1219,390,make the car go through the tima.,tima,tima,1,TRUE,,,0.633754073,tima,tima,TRUE,make the car go through the tima.
XS_1219,499,where's the tima?,tima,car,1,FALSE,,,0.465907069,tima,car,FALSE,where's the tima?
XS_1219,503,where's the tima?,tima,car,1,FALSE,,,0.151988298,tima,car,FALSE,where's the tima?
XS_1219,511,want to get the tima?,tima,car,1,FALSE,,,0.253600802,tima,car,FALSE,want to get the tima?
XS_1219,521,you found the tima.,tima,car,1,FALSE,,,0.772320288,tima,car,FALSE,you found the tima.
XS_1219,556,do you want the manu or the brush?,manu,brush,2,FALSE,,,0.805524987,manu,brush,FALSE,do you want the manu or the brush?
XS_1219,556,do you want the manu or the brush?,manu,manu,2,TRUE,,,0.014198915,manu,manu,TRUE,do you want the manu or the brush?
XS_1219,557,do you want the manu or the brush?,brush,brush,2,TRUE,,,0.885542748,brush,brush,TRUE,do you want the manu or the brush?
XS_1219,557,do you want the manu or the brush?,brush,manu,2,FALSE,,,0.995897569,brush,manu,FALSE,do you want the manu or the brush?
XS_1219,559,manu.,manu,brush,1,FALSE,,,0.196674714,manu,brush,FALSE,manu.
XS_1219,561,brush.,brush,brush,1,TRUE,,,0.62400598,brush,brush,TRUE,brush.
XS_1219,566,brush?,brush,brush,1,TRUE,,,0.57915993,brush,brush,TRUE,brush?
XS_1219,572,manu.,manu,manu,1,TRUE,,,0.273413746,manu,manu,TRUE,manu.
XS_1219,627,do you want to turn the manu?,manu,manu,1,TRUE,,,0.557717297,manu,manu,TRUE,do you want to turn the manu?
XS_1219,694,manu?,manu,manu,1,TRUE,,,0.875149484,manu,manu,TRUE,manu?
XS_1219,775.4,where's the manu?,manu,manu,1,TRUE,,,0.361502122,manu,manu,TRUE,where's the manu?
XS_1219,776.5,where's the manu?,manu,manu,1,TRUE,,,0.957395865,manu,manu,TRUE,where's the manu?
XS_1219,895,do you want your tima back?,tima,brush,1,FALSE,,,0.452223051,tima,brush,FALSE,do you want your tima back?
XS_1219,901,do you want want the tima?,tima,tima,1,TRUE,,,0.135699467,tima,tima,TRUE,do you want want the tima?
XS_1222,6.3,is that a ball?,ball,zem,1,FALSE,,1,0.362294943,ball,blicket,FALSE,is that a ball?
XS_1222,8.1,is that a ball?,ball,zem,1,FALSE,,1,0.561325153,ball,blicket,FALSE,is that a ball?
XS_1222,9.8,are you eating the ball?,ball,zem,1,FALSE,,1,0.491854117,ball,blicket,FALSE,are you eating the ball?
XS_1222,11.2,can you give the ball to mama?,ball,zem,1,FALSE,,1,0.475361758,ball,blicket,FALSE,can you give the ball to mama?
XS_1222,16.7,can you take the ball back?,ball,zem,1,FALSE,,0,0.960489439,ball,zem,FALSE,can you take the ball back?
XS_1222,28,that's a tima.,tima,zem,1,FALSE,,0,0.02295288,tima,zem,FALSE,that's a tima.
XS_1222,30.5,a tima.,tima,zem,1,FALSE,,1,0.317406592,tima,blicket,FALSE,a tima.
XS_1222,266.3,brush your hair.,brush,brush,2,TRUE,,,0.554177083,brush,brush,TRUE,brush your hair.
XS_1222,266.3,brush your hair.,brush,zem,2,FALSE,,1,0.86468247,brush,blicket,FALSE,brush your hair.
XS_1222,269,brush brush brush.,brush,zem,1,FALSE,,1,0.822234222,brush,blicket,FALSE,brush brush brush.
XS_1222,345,do you want to see the ball again?,ball,ball,1,TRUE,1,,0.055789563,wug,wug,TRUE,do you want to see the wug again?
XS_1222,348.1,brush brush brush.,brush,ball,1,FALSE,0,,0.087168586,brush,ball,FALSE,brush brush brush.
XS_1222,527.9,get the car.,car,ball,1,FALSE,1,,0.343775048,car,wug,FALSE,get the car.
XS_1224,3,what are you going to do with that brush huh?,brush,brush,1,TRUE,,,0.139400329,brush,brush,TRUE,what are you going to do with that brush huh?
XS_1224,5.7,it's a pretty blue brush huh?,brush,brush,1,TRUE,,,0.648007074,brush,brush,TRUE,it's a pretty blue brush huh?
XS_1224,111,a tima.,tima,tima,1,TRUE,,,0.787969405,tima,tima,TRUE,a tima.
XS_1224,113.1,look at the tima.,tima,tima,1,TRUE,,,0.581417558,tima,tima,TRUE,look at the tima.
XS_1224,290.9,here you take the tima.,tima,tima,1,TRUE,,,0.694280656,tima,tima,TRUE,here you take the tima.
XS_1224,292.6,oh you wanted the brush?,brush,tima,1,FALSE,,,0.91110414,brush,tima,FALSE,oh you wanted the brush?
XS_1224,385.6,should we do brush or tima?,brush,brush,1,TRUE,,,0.924604073,brush,brush,TRUE,should we do brush or tima?
XS_1224,386.2,should we do brush or tima?,tima,brush,1,FALSE,,,0.932769831,tima,brush,FALSE,should we do brush or tima?
XS_1224,402.8,where's the brush and the tima?,brush,tima,1,FALSE,,,0.581221917,brush,tima,FALSE,where's the brush and the tima?
XS_1224,568.2,are you eating the brush again?,brush,tima,1,FALSE,,,0.390160054,brush,tima,FALSE,are you eating the brush again?
XS_1224,855.7,where did the tima go?,tima,tima,1,TRUE,,,0.265418449,tima,tima,TRUE,where did the tima go?
XS_1224,857.6,where's the tima?,tima,tima,1,TRUE,,,0.181609376,tima,tima,TRUE,where's the tima?
XS_1229,0.6,show me the ball.,ball,ball,1,TRUE,0,,0.127255444,ball,ball,TRUE,show me the ball.
XS_1229,1.8,show mama the ball.,ball,ball,1,TRUE,1,,0.481430417,wug,wug,TRUE,show mama the wug.
XS_1229,3.8,show mama the ball.,ball,ball,1,TRUE,1,,0.920216335,ball,wug,FALSE,show mama the ball.
XS_1229,11.6,go get the ball.,ball,ball,1,TRUE,1,,0.931181656,ball,wug,FALSE,go get the ball.
XS_1229,39.7,zem.,zem,zem,1,TRUE,,1,0.423843759,blicket,blicket,TRUE,blicket.
XS_1229,42.1,zem.,zem,ball,2,FALSE,0,,0.474039634,zem,ball,FALSE,zem.
XS_1229,42.1,zem.,zem,zem,2,TRUE,,0,0.748723513,zem,zem,TRUE,zem.
XS_1229,102.5,and the ball.,ball,manu,2,FALSE,,,0.770252618,ball,manu,FALSE,and the ball.
XS_1229,102.5,and the ball.,ball,tima,2,FALSE,,,0.303219339,ball,tima,FALSE,and the ball.
XS_1229,203.4,big brush.,brush,brush,1,TRUE,,,0.169637925,brush,brush,TRUE,big brush.
XS_1229,218.3,the ball.,ball,car,1,FALSE,,,0.187403461,ball,car,FALSE,the ball.
XS_1229,220.7,the car.,car,car,2,TRUE,,,0.517685876,car,car,TRUE,the car.
XS_1229,220.7,the car.,car,tima,2,FALSE,,,0.206917889,car,tima,FALSE,the car.
XS_1229,224.6,want to put brush back?,brush,tima,1,FALSE,,,0.382660013,brush,tima,FALSE,want to put brush back?
XS_1229,227.3,or do you like the brush?,brush,tima,1,FALSE,,,0.199477934,brush,tima,FALSE,or do you like the brush?
XS_1229,231.9,[xxx] ball.,ball,ball,2,TRUE,1,,0.772601129,wug,wug,TRUE,[xxx] wug.
XS_1229,231.9,[xxx] ball.,ball,car,2,FALSE,,,0.516726627,ball,car,FALSE,[xxx] ball.
XS_1229,279.1,manu.,manu,ball,2,FALSE,0,,0.466741321,manu,ball,FALSE,manu.
XS_1229,279.1,manu.,manu,manu,2,TRUE,,,0.619062254,manu,manu,TRUE,manu.
XS_1229,461.8,the brush.,brush,brush,1,TRUE,,,0.621366748,brush,brush,TRUE,the brush.
XS_1229,520.3,where did the ball go?,ball,ball,1,TRUE,0,,0.661711364,ball,ball,TRUE,where did the ball go?
XS_1229,542.3,the car?,car,ball,1,FALSE,0,,0.484137391,car,ball,FALSE,the car?
XS_1229,543.7,I want the car.,car,ball,1,FALSE,0,,0.058820973,car,ball,FALSE,I want the car.
XS_1229,549.6,the brush is your favorite huh.,brush,car,1,FALSE,,,0.637916324,brush,car,FALSE,the brush is your favorite huh.
XS_1229,647.9,can you brush your teeth?,brush,car,1,FALSE,,,0.885347598,brush,car,FALSE,can you brush your teeth?
XS_1229,719.7,where's ball?,ball,ball,1,TRUE,0,,0.268133367,ball,ball,TRUE,where's ball?
XS_1229,857.9,wear your hat and get mommy the ball.,ball,tima,1,FALSE,,,0.203218322,ball,tima,FALSE,wear your hat and get mommy the ball.
XS_1229,859.6,throw the ball.,ball,tima,1,FALSE,,,0.985705728,ball,tima,FALSE,throw the ball.
XS_1229,873.2,where's your brush?,brush,tima,1,FALSE,,,0.413507798,brush,tima,FALSE,where's your brush?
XS_1229,874.8,where's your brush?,brush,tima,1,FALSE,,,0.614680747,brush,tima,FALSE,where's your brush?
